시간,X,Y,압력_NORMAL,버튼
1765925578303,20.27734375,21.18359375,0.5,1
1765925578587,20.27734375,21.73046875,0.5,1
1765925578611,19.12890625,26.3359375,0.5,1
1765925578628,15.49609375,36.31640625,0.5,1
1765925578645,11.3046875,46.203125,0.5,1
1765925578662,8.515625,52.26171875,0.5,1
1765925578678,6.96484375,56,0.5,1
1765925578695,6.49609375,58.02734375,0.5,1
1765925578711,6.796875,58.41015625,0.5,1
1765925578728,8.3359375,57.84375,0.5,1
1765925578745,11.33203125,56.12109375,0.5,1
1765925578762,14.1640625,54.45703125,0.5,1
1765925578778,15.828125,53.83984375,0.5,1
1765925578795,16.6953125,53.73046875,0.5,1
1765925578828,17.17578125,53.90234375,0.5,1
1765925578845,17.4375,54.5390625,0.5,1
1765925578861,17.765625,55.27734375,0.5,1
1765925578877,18.31640625,55.6328125,0.5,1
1765925578895,19.13671875,55.7109375,0.5,1
1765925578911,20.34375,55.7109375,0.5,1
1765925578928,21.359375,55.7109375,0.5,1
1765925578945,21.8515625,55.7109375,0.5,1
1765925578962,22.2734375,55.7109375,0.5,1
1765925578978,22.53515625,55.77734375,0.5,1
1765925578995,22.5859375,55.9921875,0.5,1
1765925579012,22.671875,56.31640625,0.5,1
1765925579044,22.7890625,56.4921875,0.5,1
1765925579062,22.99609375,56.4921875,0.5,1
1765925579078,23.296875,56.4921875,0.5,1
1765925579111,23.56640625,56.6015625,0.5,1
1765925579128,23.65625,57.5234375,0.5,1
1765925579145,23.83203125,59.15625,0.5,1
1765925579162,23.9921875,60.51953125,0.5,1
1765925579178,24.2265625,61.390625,0.5,1
1765925579195,24.73828125,61.75390625,0.5,1
1765925579212,25.82421875,61.7890625,0.5,1
1765925579228,27.6484375,61.09375,0.5,1
1765925579245,29.64453125,59.66796875,0.5,1
1765925579261,31.44921875,58.5078125,0.5,1
1765925579278,32.6796875,58.078125,0.5,1
1765925579295,33.171875,58.71484375,0.5,1
1765925579311,33.26171875,60.98828125,0.5,1
1765925579327,33.26171875,63.4375,0.5,1
1765925579345,33.26171875,64.640625,0.5,1
1765925579377,33.3515625,64.3359375,0.5,1
1765925579395,34.21875,61.671875,0.5,1
1765925579411,35.71875,58.359375,0.5,1
1765925579428,36.78515625,56.203125,0.5,1
1765925579445,37.40234375,55.109375,0.5,1
1765925579461,37.74609375,54.59375,0.5,1
1765925579478,37.80859375,54.19140625,0.5,1
1765925579495,37.89453125,53.64453125,0.5,1
1765925579511,38.171875,52.2109375,0.5,1
1765925579528,38.73828125,49.54296875,0.5,1
1765925579544,39.265625,46.1640625,0.5,1
1765925579561,39.7734375,42.515625,0.5,1
