시간,X,Y,압력_NORMAL,버튼
1765896736872,131.6171875,76.734375,0.5,1
1765896736895,131.8984375,76.58984375,0.5,1
1765896736988,131.9609375,76.4453125,0.5,1
1765896737013,129.6328125,76.4453125,0.5,1
1765896737030,124.484375,77.125,0.5,1
1765896737047,118.18359375,80.640625,0.5,1
1765896737062,111.77734375,86.49609375,0.5,1
1765896737080,106.83203125,91.8203125,0.5,1
1765896737097,104.27734375,95.6796875,0.5,1
1765896737112,102.90625,98.91015625,0.5,1
1765896737129,102.29296875,102.23046875,0.5,1
1765896737146,102.29296875,106.609375,0.5,1
1765896737163,102.29296875,112.66796875,0.5,1
1765896737180,102.67578125,118.09765625,0.5,1
1765896737196,104.49609375,122.796875,0.5,1
1765896737213,107.703125,127.55859375,0.5,1
1765896737230,111.359375,131.41796875,0.5,1
1765896737247,116.83984375,134.375,0.5,1
1765896737263,125.50390625,136.28515625,0.5,1
1765896737280,136.84375,137.3359375,0.5,1
1765896737297,150.11328125,137.73828125,0.5,1
1765896737313,161.1875,137.94921875,0.5,1
1765896737330,169.86328125,138.77734375,0.5,1
1765896737346,177.41796875,140.40625,0.5,1
1765896737362,182.375,142.875,0.5,1
1765896737380,185.3828125,145.30859375,0.5,1
1765896737396,187.04296875,147.99609375,0.5,1
1765896737412,187.9296875,151.796875,0.5,1
1765896737430,188.15625,156.3125,0.5,1
1765896737447,187.90625,161.640625,0.5,1
1765896737463,186.7578125,166.296875,0.5,1
1765896737480,184.13671875,170.6875,0.5,1
1765896737496,180.98828125,175.09765625,0.5,1
1765896737513,178.24609375,178.19140625,0.5,1
1765896737530,175.7421875,180.38671875,0.5,1
1765896737547,173,182.3828125,0.5,1
1765896737563,169.8203125,184.34375,0.5,1
1765896737580,165.66796875,186.359375,0.5,1
1765896737597,160.7109375,188.38671875,0.5,1
1765896737613,155.8125,189.8203125,0.5,1
1765896737630,151.4140625,190.734375,0.5,1
1765896737646,146.60546875,191.5390625,0.5,1
1765896737663,141.05078125,192,0.5,1
1765896737680,135.94140625,191.8046875,0.5,1
1765896737695,131.15234375,190.7578125,0.5,1
1765896737712,126.578125,188.8828125,0.5,1
1765896737729,121.90234375,186.4609375,0.5,1
1765896737746,117.06640625,183.75390625,0.5,1
1765896737763,112.5859375,180.83984375,0.5,1
1765896737780,108.73046875,177.34375,0.5,1
1765896737788,105.453125,172.8359375,,1
1765896737789,105.453125,172.8359375,,
1765896738355,217.33203125,166.07421875,0.5,1
1765896738379,217.61328125,165.7890625,0.5,1
1765896738446,217.99609375,165.50390625,0.5,1
1765896738462,218.53515625,165.50390625,0.5,1
1765896738479,221.47265625,165.50390625,0.5,1
1765896738495,227.2265625,165.50390625,0.5,1
1765896738513,232.6796875,165.50390625,0.5,1
1765896738530,236.38671875,165.50390625,0.5,1
1765896738546,241.046875,165.50390625,0.5,1
1765896738563,246.21875,165.50390625,0.5,1
1765896738580,249.79296875,165.50390625,0.5,1
1765896738596,252.79296875,165.50390625,0.5,1
1765896738612,256.04296875,165.359375,0.5,1
1765896738630,259.296875,164.8046875,0.5,1
1765896738646,261.6484375,163.87109375,0.5,1
1765896738663,263.31640625,162.6796875,0.5,1
1765896738679,264.65234375,160.86328125,0.5,1
1765896738695,266.08984375,158.0234375,0.5,1
1765896738712,267.83203125,154.56640625,0.5,1
1765896738729,269.23828125,151.98046875,0.5,1
1765896738746,270.2578125,150.09765625,0.5,1
1765896738762,271.125,147.921875,0.5,1
1765896738779,271.62890625,144.89453125,0.5,1
1765896738796,271.7578125,139.8203125,0.5,1
1765896738813,271.515625,133.82421875,0.5,1
1765896738829,270.20703125,127.8984375,0.5,1
1765896738846,267.80078125,122.4765625,0.5,1
1765896738863,265.01953125,118.328125,0.5,1
1765896738878,262.1171875,115.2109375,0.5,1
1765896738895,258.02734375,112.71875,0.5,1
1765896738912,252.671875,110.7421875,0.5,1
1765896738930,246.25,109.05078125,0.5,1
1765896738946,238.74609375,108.13671875,0.5,1
1765896738963,231.69140625,108.13671875,0.5,1
1765896738980,226.01171875,108.4296875,0.5,1
1765896738996,221.109375,109.8671875,0.5,1
1765896739013,216.03125,112.71484375,0.5,1
1765896739029,210.90234375,116.58203125,0.5,1
1765896739046,206.96875,120.17578125,0.5,1
1765896739063,204.32421875,123.2265625,0.5,1
1765896739079,201.78125,127.0078125,0.5,1
1765896739096,199.765625,130.921875,0.5,1
1765896739113,199,134.42578125,0.5,1
1765896739129,198.9453125,138.83203125,0.5,1
1765896739146,200.03515625,144.13671875,0.5,1
1765896739163,203.14453125,150.1640625,0.5,1
1765896739179,207.6640625,157.61328125,0.5,1
1765896739197,211.78515625,164.33984375,0.5,1
1765896739212,215.7578125,170.58203125,0.5,1
1765896739230,219.875,176.4375,0.5,1
1765896739247,223.2890625,180.4140625,0.5,1
1765896739264,226.3984375,183.5078125,0.5,1
1765896739280,230.15625,186.34375,0.5,1
1765896739297,234.56640625,189.16796875,0.5,1
1765896739313,239.125,192.01171875,0.5,1
1765896739330,243.671875,194.65234375,0.5,1
1765896739347,247.1640625,196.5859375,0.5,1
1765896739363,250.63671875,198.05859375,0.5,1
1765896739380,253.890625,199.34765625,0.5,1
1765896739396,255.96875,200.2734375,0.5,1
1765896739412,257.4453125,200.59375,0.5,1
1765896739430,259.12890625,200.59375,0.5,1
1765896739446,261.58984375,200.625,0.5,1
1765896739462,264.875,199.75,0.5,1
1765896739480,268.5078125,197.8984375,0.5,1
1765896739496,271.35546875,195.875,0.5,1
1765896739513,273.20703125,193.91796875,0.5,1
1765896739521,274.03125,192.41015625,,1
1765896739521,274.03125,192.41015625,,
1765896740072,382.65625,120.24609375,0.5,1
1765896740096,382.37109375,120.24609375,0.5,1
1765896740205,382.0859375,120.34765625,0.5,1
1765896740230,382.0859375,121.0078125,0.5,1
1765896740247,382.0859375,122.97265625,0.5,1
1765896740263,382.0859375,126.453125,0.5,1
1765896740279,382.0859375,130.6171875,0.5,1
1765896740297,381.12109375,135.5390625,0.5,1
1765896740313,378.40625,142.4296875,0.5,1
1765896740330,373.1953125,151.671875,0.5,1
1765896740346,366.1171875,161.12890625,0.5,1
1765896740362,360.60546875,167.8125,0.5,1
1765896740379,356.45703125,173.3359375,0.5,1
1765896740396,352.75390625,178.625,0.5,1
1765896740412,348.90625,184.35546875,0.5,1
1765896740429,344.9921875,190.41796875,0.5,1
1765896740446,340.83984375,197.22265625,0.5,1
1765896740463,335.3203125,206.30078125,0.5,1
1765896740478,330.41015625,213.95703125,0.5,1
1765896740496,326.73828125,218.96875,0.5,1
1765896740512,324.50390625,222.2265625,0.5,1
1765896740529,323.6484375,223.75390625,0.5,1
1765896740546,323.30078125,224.51171875,0.5,1
1765896740563,323.0859375,225.1875,0.5,1
1765896740579,322.875,225.70703125,0.5,1
1765896740595,322.64453125,225.953125,0.5,1
1765896740605,322.64453125,225.953125,,
1765896741038,318.69140625,154.38671875,0.5,1
1765896741063,318.69140625,154.265625,0.5,1
1765896741138,318.80078125,154.03125,0.5,1
1765896741163,321.7890625,156.4765625,0.5,1
1765896741180,328.26171875,162.78515625,0.5,1
1765896741197,335.26953125,170.32421875,0.5,1
1765896741213,342.8984375,179.0078125,0.5,1
1765896741230,350.5703125,187.66015625,0.5,1
1765896741245,356.99609375,194.40234375,0.5,1
1765896741262,363.60546875,200.328125,0.5,1
1765896741280,369.48828125,204.8359375,0.5,1
1765896741295,374.9921875,208.80859375,0.5,1
1765896741313,380.94921875,212.8671875,0.5,1
1765896741330,385.7890625,215.953125,0.5,1
1765896741346,389.06640625,218.15234375,0.5,1
1765896741363,390.31640625,219.08984375,0.5,1
1765896741380,390.88671875,219.6484375,0.5,1
1765896741413,391.5390625,220.01953125,0.5,1
1765896741429,391.7734375,220.15625,0.5,1
1765896741471,391.3671875,220.1953125,0.5,1
1765896741488,389.6484375,219.3359375,,1
1765896741488,389.6484375,219.3359375,,
