시간,X,Y,압력_NORMAL,버튼
1765925543254,54.1171875,112.1953125,0.5,1
1765925543420,54.1171875,112.0859375,0.5,1
1765925543445,54.13671875,111.40234375,0.5,1
1765925543462,54.81640625,110.6484375,0.5,1
1765925543477,56.359375,110.12890625,0.5,1
1765925543495,57.515625,109.78515625,0.5,1
1765925543512,58.046875,109.828125,0.5,1
1765925543528,58.4375,111.3125,0.5,1
1765925543544,58.6796875,114.2109375,0.5,1
1765925543562,58.7890625,117.67578125,0.5,1
1765925543577,58.7890625,120.375,0.5,1
1765925543594,59.18359375,121.7890625,0.5,1
1765925543611,60.23828125,122.5546875,0.5,1
1765925543628,62.3359375,122.1171875,0.5,1
1765925543643,65.4765625,121.08203125,0.5,1
1765925543661,68.1953125,120.2890625,0.5,1
1765925543678,70.12890625,120.05078125,0.5,1
1765925543695,71.45703125,120.15234375,0.5,1
1765925543711,72.1640625,120.66015625,0.5,1
1765925543728,72.68359375,121.33984375,0.5,1
1765925543745,73.09765625,121.703125,0.5,1
1765925543761,73.55859375,121.7890625,0.5,1
1765925543778,74.37109375,121.7890625,0.5,1
1765925543794,75.5625,121.7890625,0.5,1
1765925543811,76.88671875,121.7890625,0.5,1
1765925543827,77.93359375,121.7890625,0.5,1
1765925543844,78.78125,121.7890625,0.5,1
1765925543861,79.6171875,121.4921875,0.5,1
1765925543878,80.359375,120.8203125,0.5,1
1765925543895,81.0078125,120.3046875,0.5,1
1765925543911,81.48046875,120.09765625,0.5,1
1765925543961,81.80859375,120.15625,0.5,1
1765925543994,82.08203125,120.36328125,0.5,1
1765925544011,82.60546875,119.19140625,0.5,1
1765925544027,83.734375,116.14453125,0.5,1
1765925544045,85.3984375,113.3359375,0.5,1
1765925544061,87.25390625,111.65234375,0.5,1
1765925544078,88.8046875,110.9765625,0.5,1
1765925544095,89.7109375,111.203125,0.5,1
1765925544111,90.24609375,112.33984375,0.5,1
1765925544128,90.484375,113.765625,0.5,1
1765925544145,90.58984375,114.453125,0.5,1
1765925544153,90.58984375,114.453125,,
1765925545253,92.15234375,106.8203125,0.5,1
1765925545278,92.0234375,106.69140625,0.5,1
1765925545370,91.89453125,107.01953125,0.5,1
1765925545395,91.89453125,108.8203125,0.5,1
1765925545411,91.89453125,112.84765625,0.5,1
1765925545428,91.89453125,117.40625,0.5,1
1765925545444,91.89453125,120.875,0.5,1
1765925545461,91.89453125,123.609375,0.5,1
1765925545478,91.89453125,124.8671875,0.5,1
1765925545519,91.89453125,124.99609375,0.5,1
1765925545544,91.89453125,124.90234375,0.5,1
1765925545561,91.89453125,124.68359375,0.5,1
1765925545611,91.89453125,124.8984375,0.5,1
1765925545628,91.89453125,126.23046875,0.5,1
1765925545645,91.89453125,128.2109375,0.5,1
1765925545662,91.89453125,129.6484375,0.5,1
1765925545678,91.89453125,130.34765625,0.5,1
1765925545711,91.9921875,130.65234375,0.5,1
1765925545728,92.29296875,130.74609375,0.5,1
1765925545744,92.53515625,130.8671875,0.5,1
1765925545762,92.7578125,131.25,0.5,1
1765925545778,92.9375,131.9375,0.5,1
1765925545795,93.12890625,132.60546875,0.5,1
1765925545812,93.97265625,132.9609375,0.5,1
1765925545828,96.1953125,133.0390625,0.5,1
1765925545845,99.8515625,133.0390625,0.5,1
1765925545862,103.51953125,132.8203125,0.5,1
1765925545878,106.15625,132.6015625,0.5,1
1765925545894,107.4921875,132.62109375,0.5,1
1765925545911,107.74609375,134.7265625,0.5,1
1765925545927,107.17578125,141.1015625,0.5,1
1765925545945,103.55078125,151.6484375,0.5,1
1765925545960,99.34765625,160.55078125,0.5,1
1765925545978,96.27734375,166.5625,0.5,1
1765925545995,93.73828125,171.32421875,0.5,1
1765925546011,93.15234375,173.14453125,0.5,1
1765925546043,93.4453125,173.54296875,0.5,1
1765925546061,94.3671875,173.19140625,0.5,1
1765925546078,95.2421875,172.75,0.5,1
1765925546110,95.4921875,172.83984375,0.5,1
1765925546128,95.2890625,173.484375,0.5,1
