시간,X,Y,압력_NORMAL,버튼
1765925505104,61.33203125,73.83203125,0.5,1
1765925505127,61.33203125,73.95703125,0.5,1
1765925505220,61.33203125,73.546875,0.5,1
1765925505245,62.328125,71.50390625,0.5,1
1765925505261,65.70703125,65.50390625,0.5,1
1765925505277,70.53515625,58.33203125,0.5,1
1765925505294,75.77734375,53.52734375,0.5,1
1765925505312,81.23046875,50.58203125,0.5,1
1765925505328,85.765625,49.66015625,0.5,1
1765925505344,88.21484375,55.65234375,0.5,1
1765925505362,88.7890625,73.8203125,0.5,1
1765925505378,88.7890625,101.88671875,0.5,1
1765925505395,88.7890625,135.8984375,0.5,1
1765925505411,88.7890625,162.87109375,0.5,1
1765925505428,88.7890625,178.96484375,0.5,1
1765925505445,88.7890625,187.8984375,0.5,1
1765925505462,89.28125,189.79296875,0.5,1
1765925505478,92.64453125,187.015625,0.5,1
1765925505495,99.8046875,179.01953125,0.5,1
1765925505511,112.90625,164.578125,0.5,1
1765925505527,130.3671875,147.453125,0.5,1
1765925505545,143.27734375,136.56640625,0.5,1
1765925505562,151.13671875,131.55859375,0.5,1
1765925505577,156.83984375,129.60546875,0.5,1
1765925505595,159.50390625,133.26171875,0.5,1
1765925505612,160.390625,142.26953125,0.5,1
1765925505627,160.71875,157.28125,0.5,1
1765925505645,160.71875,173.3671875,0.5,1
1765925505660,159.9296875,184.765625,0.5,1
1765925505678,159.0078125,191.08203125,0.5,1
1765925505695,158.89453125,191.94140625,0.5,1
1765925505711,161.13671875,187.16796875,0.5,1
1765925505728,168.88671875,173.94140625,0.5,1
1765925505745,179.49609375,158.5703125,0.5,1
1765925505761,189.81640625,147.0859375,0.5,1
1765925505778,199.23046875,139,0.5,1
1765925505795,206.27734375,135.66796875,0.5,1
1765925505811,209.92578125,137.390625,0.5,1
1765925505827,211.34765625,144.4375,0.5,1
1765925505844,212.08984375,152.67578125,0.5,1
1765925505861,212.1875,158.1640625,0.5,1
1765925505878,212.28515625,161.28125,0.5,1
1765925505894,214.79296875,158.6328125,0.5,1
1765925505911,225.0546875,144.21484375,0.5,1
1765925505928,241.73828125,124.92578125,0.5,1
1765925505944,260.5234375,111.27734375,0.5,1
1765925505961,277.3984375,104.8046875,0.5,1
1765925505977,288.203125,103.53515625,0.5,1
1765925505994,294.0234375,107.48828125,0.5,1
1765925506012,296.3828125,117.7890625,0.5,1
1765925506028,296.45703125,131.59375,0.5,1
1765925506045,290.2109375,150.69140625,0.5,1
1765925506062,275.3828125,171.6875,0.5,1
1765925506078,258.109375,188.02734375,0.5,1
1765925506095,239.5546875,200.24609375,0.5,1
1765925506112,223.40625,207.390625,0.5,1
1765925506128,210.84375,209.59765625,0.5,1
1765925506145,201.31640625,204.421875,0.5,1
1765925506162,198.4921875,175.22265625,0.5,1
1765925506178,214.1015625,118.05078125,0.5,1
1765925506195,260.69921875,47.65625,0.5,1
1765925506211,318.48046875,-7.0546875,0.5,1
1765925506227,377.34375,-36.37109375,0.5,1
1765925506244,433.15625,-48.33203125,0.5,1
1765925506261,471.9296875,-43.66796875,0.5,1
1765925506278,495.8125,-29.55078125,0.5,1
1765925506295,512.53125,-8.61328125,0.5,1
1765925506312,526.55078125,15.28515625,0.5,1
1765925506328,536.8125,36.2890625,0.5,1
1765925506345,543.6328125,50.83203125,0.5,1
1765925506361,548.3359375,60.421875,0.5,1
1765925506377,551.34765625,66.85546875,0.5,1
1765925506395,552.64453125,69.82421875,0.5,1
1765925506411,553.09765625,71.765625,0.5,1
1765925506420,553.19140625,73.4453125,,1
1765925506421,553.19140625,73.4453125,,
