시간,X,Y,압력_NORMAL,버튼
1765896729555,101.84765625,101.9453125,0.5,1
1765896729562,101.6875,102.41796875,0.5,1
1765896729672,101.52734375,102.33984375,0.5,1
1765896729696,101.52734375,99.86328125,0.5,1
1765896729713,102.015625,96.06640625,0.5,1
1765896729729,103.67578125,93.890625,0.5,1
1765896729747,106.49609375,93.15625,0.5,1
1765896729763,108.9765625,93.94921875,0.5,1
1765896729780,110.05859375,103.09765625,0.5,1
1765896729796,110.30859375,122.08984375,0.5,1
1765896729813,110.30859375,142.421875,0.5,1
1765896729829,110.30859375,157.48828125,0.5,1
1765896729846,110.30859375,166.27734375,0.5,1
1765896729863,110.30859375,171.1328125,0.5,1
1765896729880,110.91015625,173.0546875,0.5,1
1765896729895,114.16796875,169.39453125,0.5,1
1765896729913,121.83203125,159.05859375,0.5,1
1765896729929,134.1875,144.9609375,0.5,1
1765896729947,149.3359375,131.6015625,0.5,1
1765896729962,162.85546875,123.4453125,0.5,1
1765896729980,173.75390625,120.18359375,0.5,1
1765896729996,181.8359375,118.90625,0.5,1
1765896730012,187.18359375,118.859375,0.5,1
1765896730030,190.16796875,121.91015625,0.5,1
1765896730046,190.69140625,130.14453125,0.5,1
1765896730063,187.34375,144.09765625,0.5,1
1765896730080,176.1796875,162.79296875,0.5,1
1765896730096,158.76171875,181.46484375,0.5,1
1765896730112,139.78125,196.49609375,0.5,1
1765896730129,124.62890625,206.20703125,0.5,1
1765896730146,114.96484375,210.53515625,0.5,1
1765896730163,109.66015625,211.765625,0.5,1
1765896730180,108.19921875,208.1875,0.5,1
1765896730196,110.3203125,195.8203125,0.5,1
1765896730213,119.6640625,176.03125,0.5,1
1765896730229,135.05859375,157.1484375,0.5,1
1765896730245,152.01953125,144.1953125,0.5,1
1765896730262,165.515625,137.6796875,0.5,1
1765896730279,173.89453125,136.1640625,0.5,1
1765896730297,179.34765625,136.171875,0.5,1
1765896730313,181.37109375,138.91015625,0.5,1
1765896730330,180.08203125,144.828125,0.5,1
1765896730346,173.234375,152.55078125,0.5,1
1765896730363,164.32421875,159.08984375,0.5,1
1765896730380,158.4765625,162.55859375,0.5,1
1765896730396,155.4296875,164.390625,0.5,1
1765896730412,155.42578125,164.8671875,0.5,1
1765896730429,166.21875,164.03125,0.5,1
1765896730446,194.62890625,159.92578125,0.5,1
1765896730462,227.93359375,153.44140625,0.5,1
1765896730480,258.93359375,148.203125,0.5,1
1765896730497,284.32421875,145.07421875,0.5,1
1765896730513,300.7421875,143.6171875,0.5,1
1765896730530,311.72265625,142.88671875,0.5,1
1765896730546,317.0078125,142.59375,0.5,1
1765896730563,319.71875,142.59375,0.5,1
1765896730579,321.421875,142.5625,0.5,1
1765896730596,322.23828125,142.5625,0.5,1
1765896730612,322.88671875,142.55859375,0.5,1
1765896730629,322.90625,142.55859375,0.5,1
1765896730638,322.90625,142.55859375,,
